4|88
4|3998
4|13813
7|7
12|2055
20|131894
20|180854
31|47
31|505
32|77
32|417
33|308
39|13808
45|7789
47|505
49|437
52|519
55|81
55|3808
71|2700
72|1997
72|2042
81|81
82|3975
87|88
87|15333
88|4259
88|27029
88|52087
89|4599
101|2941
104|104
107|4
118|107
123|139524
124|10111
128|88
128|2417
128|3571
128|13813
133|89
133|4599
141|13
141|27094
142|89
142|4599
145|88
157|1052
175|48
188|1997
189|88
190|88
191|759
191|5907
204|519
204|2055
205|22989
205|22990
222|220
228|233
228|52399
231|301
232|213
232|335
232|1988
232|54489
232|59702
232|113358
233|233
235|88
240|101494
243|243
243|55211
245|245
271|2932
271|97099
272|113358
273|283
275|374
277|277
278|2237
279|284
283|228
284|7717
285|285
285|38731
287|287
288|2874
290|253
295|451
301|383
308|33
308|88
310|310
312|314
315|44851
319|383
322|11921
325|325
328|138
329|2417
339|339
340|88
340|1843
340|1988
340|25907
342|332
349|327
371|1189
373|7770
378|459
383|29482
384|22548
384|53508
387|15319
389|11355
389|12818
389|12824
389|12887
389|25248
390|349
390|485
390|1852
390|1988
390|5155
390|119425
391|9221
392|542
392|13808
395|349
397|88
397|389
398|398
400|88
400|9792
400|33091
402|52
402|519
403|403
407|7274
408|408
413|37355
418|418
418|24335
419|43
419|88
420|50901
421|421
422|8
423|88
423|2417
428|383
429|485
429|2157
431|45350
433|42410
434|5245
437|13400
437|54421
438|511
439|349
439|502
439|12751
439|55102
441|88
441|335
442|531
448|2941
452|13808
453|459
457|2417
471|9797
473|154
473|13778
473|14957
475|23984
477|7315
478|4708
478|29442
479|5
479|492
479|511
479|13808
479|103759
481|13808
483|459
484|484
485|485
485|29315
489|489
492|19
492|94
492|492
492|502
492|542
492|1984
492|2417
492|4407
492|5281
492|5284
492|7383
492|8398
492|11112
492|11953
492|12751
492|13820
492|15217
492|27483
492|27723
492|27800
492|30153
492|38328
492|43347
492|50401
492|54288
495|27723
497|88
498|335
501|553
501|1984
502|580
503|503
505|47
505|211
510|4
510|349
510|383
511|55
511|88
511|188
511|473
511|502
511|519
511|542
511|973
511|1997
511|5193
511|7274
511|15217
511|19254
511|22380
511|29588
511|80087
511|85738
511|89805
513|11135
514|459
524|437
529|1988
531|531
537|538
541|541
542|81
542|5079
543|5907
548|177735
549|10111
549|109401
550|71
550|138
550|492
550|1852
550|27723
550|30075
551|85832
552|81
553|349
553|3972
553|7930
553|13808
553|27311
553|37231
553|50910
553|52300
553|89807
553|129505
555|50901
559|559
559|3277
578|2014
578|11921
578|13814
579|579
580|533
580|5113
584|584
589|50032
701|25437
704|13798
705|144340
713|8275
714|714
717|2237
718|39898
720|89802
722|4
722|15771
723|1103
725|919
725|72352
729|1988
735|735
737|58458
738|88
741|485
757|5072
773|2237
773|38794
773|50913
773|138751
777|3795
779|280
792|88
792|378
798|51
800|77
800|735
800|2417
803|49832
811|287
815|1828
819|14415
821|94891
822|752
831|88
832|50329
839|88
839|3998
842|51
850|280
850|485
851|88
853|5204
853|5438
853|81422
855|88
855|1997
870|5113
875|8321
880|71
880|1971
885|1880
892|892
895|383
899|519
899|10909
900|11355
902|77
922|52882
927|88
931|47490
939|154
942|52882
945|52792
948|47490
953|1988
957|957
970|24994
973|55
973|88
973|502
973|2014
973|10513
973|15217
973|21517
973|100433
978|159520
984|11921
989|7891
993|220
994|994
994|7891
995|7112
997|13808
999|2738
1003|13778
1010|32373
1013|3998
1022|7847
1032|3974
1043|297
1054|720
1058|1101
1071|4019
1081|45139
1083|94818
1084|213
1087|9151
1088|1101
1090|15538
1097|335
1103|41150
1104|84805
1111|8
1115|489
1118|1321
1128|325
1137|999
1137|2738
1141|750
1142|88
1142|1101
1142|101319
1145|359
1145|1145
1147|1988
1152|1357
1152|9731
1152|44795
1159|418
1170|2351
1170|3453
1171|88
1171|3998
1171|13813
1175|2010
1177|211
1179|752
1180|750
1184|4
1190|1988
1192|2738
1195|4
1195|88
1198|2042
1209|4182
1229|88
1229|389
1230|1230
1240|88
1240|50901
1245|88
1254|15771
1255|1544
1255|3533
1255|27029
1270|1270
1270|34130
1285|485
1301|88
1308|88
1309|511
1309|5907
1311|7802
1312|88
1313|88
1322|2237
1337|3239
1338|5907
1340|383
1344|8135
1357|88
1357|7228
1358|50920
1377|383
1379|1551
1382|1270
1382|32204
1387|88
1390|1390
1393|81
1394|13854
1400|88
1403|130303
1404|1299
1422|75855
1424|735
1425|77
1431|403
1432|1430
1440|77
1445|1503
1445|4599
1445|13581
1447|13808
1453|2417
1453|4302
1453|39580
1454|88
1458|23220
1471|2417
1473|1473
1475|2417
1479|33834
1481|2278
1483|1483
